ranking,Youtuber,subscribers,category,channel_type,video_views,Title,Country,video_views_for_the_last_30_days,highest_yearly_earnings,lowest_yearly_earnings,subscribers_for_last_30_days,Population,Latitude,Longitude,date_created,Urban_population
595,"Canal IN",16100000,"People & Blogs",Entertainment,2687443643,"Canal IN",Brazil,13802000,662500,41400,nan,212559417,-14.235004,-51.92528,2017-07-21,183241641
597,"Daily Dose Of Internet",16100000,Entertainment,Entertainment,6872702790,"Daily Dose Of Internet","United States",399807000,19200000,1200000,300000,328239523,37.09024,-95.712891,2015-07-15,270663028
598,FitDance,16100000,Music,Entertainment,7126210721,"Fitdance Academy",France,780,37,2,4,67059887,46.227638,2.213749,2006-11-20,54123364
599,"Panda Shorts",16100000,nan,Sports,7155736006,"Panda Shorts",Sweden,478528000,23000000,1400000,3000000,10285453,60.128161,18.643501,2020-11-21,9021165
600,"Disney Junior",16100000,Entertainment,Entertainment,15812009296,"Disney Junior","United States",267131000,12800000,801400,300000,328239523,37.09024,-95.712891,2008-04-22,270663028
603,wifistudy,16000000,Education,Education,3018032423,"wifistudy by Unacademy",India,14287000,685800,42900,nan,1366417754,20.593684,78.96288,2014-07-26,471031528
604,Antrax,16000000,Gaming,Games,3029872908,Antrax,Mexico,4698000,225500,14100,nan,126014024,23.634501,-102.552784,2015-05-25,102626859
606,"Totoy kids - Espa  ",16000000,"Film & Animation",Film,5997599089,"Totoy kids - Espa  ",Mexico,112393000,5400000,337200,200000,126014024,23.634501,-102.552784,2017-09-07,102626859
608,DopeLyrics,15900000,Music,Music,9962188084,DopeLyrics,"United States",9915000,475900,29700,nan,328239523,37.09024,-95.712891,2016-06-09,270663028
609,jeffreestar,15900000,"Howto & Style",Howto,2609358468,jeffreestar,"United States",2006000,96300,6000,nan,328239523,37.09024,-95.712891,2006-02-14,270663028
610,Lyna,15900000,Gaming,Games,6534326412,Lyna,Argentina,64085000,3100000,192300,200000,44938712,-38.416097,-63.616672,2014-09-08,41339571
611,"MK MUSIC",15900000,Music,Music,9198986881,"MK MUSIC",Brazil,136388000,6500000,409200,100000,212559417,-14.235004,-51.92528,2010-01-18,183241641
612,Unspeakable,15900000,Gaming,People,9052367553,Unspeakable,"United States",164895000,7900000,494700,200000,328239523,37.09024,-95.712891,2016-05-01,270663028
613,Camilo,15900000,Music,Music,6802382479,Camilo,Colombia,59890000,2900000,179700,100000,50339443,4.570868,-74.297333,2010-07-29,40827302
614,"Dear Sir",15800000,Education,Education,1349288771,"Dear Sir",India,24056000,1200000,72200,200000,1366417754,20.593684,78.96288,2016-12-13,471031528
615,"Narendra Modi",15800000,"News & Politics",News,3392918989,"Narendra Modi",India,185969000,8900000,557900,700000,1366417754,20.593684,78.96288,2007-10-26,471031528
616,"Arif muhammad",15800000,"People & Blogs",Comedy,4122634467,"Arif muhammad",Indonesia,71870000,3400000,215600,100000,270203917,-0.789275,113.921327,2017-01-18,151509724
617,"Rotten Tomatoes Trailers",15800000,"Film & Animation",Film,13116313599,"Rotten Tomatoes Trailers","United States",25738000,1200000,77200,100000,328239523,37.09024,-95.712891,2011-04-01,270663028
618,"Volga Video",15700000,"Film & Animation",Entertainment,9787697838,"Volga Video",India,51315000,2500000,153900,nan,1366417754,20.593684,78.96288,2012-03-23,471031528
619,"DM - Desi Melodies",15700000,Music,Music,5914071870,"DM - Desi Melodies",India,141842000,6800000,425500,300000,1366417754,20.593684,78.96288,2017-07-08,471031528
620,"MY FAMILY",15700000,nan,People,6153495609,"My Family",Singapore,939647,45100,2800,800,5703569,1.352083,103.819836,2019-12-03,5703569
621,"Team Films Bhojpuri",15700000,Music,Music,6626563508,"Team Films Bhojpuri",India,30744000,1500000,92200,nan,1366417754,20.593684,78.96288,2014-07-18,471031528
622,"Zee Music Classic",15700000,Music,Music,5558051295,"Zee Music Classic",India,86450000,4100000,259300,100000,1366417754,20.593684,78.96288,2014-05-20,471031528
623,"Prime Video India",15700000,Entertainment,Entertainment,8696631898,"Prime Video India","United States",335111000,16100000,1000000,1200000,328239523,37.09024,-95.712891,2016-10-03,270663028
624,"Caeli YT",15600000,Entertainment,Entertainment,1511794214,"Caeli YT",Mexico,62551000,0,0,nan,126014024,23.634501,-102.552784,2010-09-22,102626859
626,"Linus Tech Tips",15600000,"Science & Technology",Tech,7172386509,"Linus Tech Tips",Canada,88224000,4200000,264700,100000,36991981,56.130366,-106.346771,2008-11-25,30628482
627,"Juliana Baltar",15600000,Entertainment,Entertainment,3869457097,"Juliana Baltar",Brazil,56218000,2700000,168700,100000,212559417,-14.235004,-51.92528,2010-05-09,183241641
628,"5-Minute Crafts FAMILY",15600000,"People & Blogs",Howto,6165757696,"5-Minute Crafts FAMILY","United States",27382000,1300000,82100,nan,328239523,37.09024,-95.712891,2018-12-13,270663028
629,"Blippi Espa  ",15500000,"People & Blogs",Education,8984089026,"Blippi Espa  ",Mexico,90012000,4300000,270000,100000,126014024,23.634501,-102.552784,2017-01-13,102626859
631,"Katakit Baby TV",15500000,Music,Music,6386271870,"Katakit Baby TV","Saudi Arabia",90914000,4400000,272700,200000,34268528,23.885942,45.079162,2010-07-26,28807838
632,"Infobells Bangla",15500000,Education,Education,7776706184,"Infobells Bangla",India,167888000,8100000,503700,300000,1366417754,20.593684,78.96288,2016-06-13,471031528
633,,15500000,Shows,Film,8265129639,,"Saudi Arabia",135036000,6500000,405100,300000,34268528,23.885942,45.079162,2017-05-16,28807838
634,"Henrique e Juliano",15500000,Music,Music,14619523361,"Henrique e Juliano",Brazil,163678000,7900000,491000,nan,212559417,-14.235004,-51.92528,2009-06-27,183241641
636,"Kashvi Adlakha",15500000,Entertainment,Entertainment,12714141740,"Kashvi Adlakha",India,139123000,6700000,417400,200000,1366417754,20.593684,78.96288,2017-04-09,471031528
637,"Talking Tom & Friends",15500000,Entertainment,Film,6396049701,"Talking Tom & Friends","United States",27375000,1300000,82100,nan,328239523,37.09024,-95.712891,2010-10-14,270663028
638,5,15500000,"Howto & Style",Howto,4499826716,5,Egypt,32916000,1600000,98700,100000,100388073,26.820553,30.802498,2017-12-08,42895824
639,"Harsh Beniwal",15400000,Comedy,Comedy,1781226000,"Harsh Beniwal",India,27963000,1300000,83900,100000,1366417754,20.593684,78.96288,2015-05-06,471031528
640,FFUNTV,15400000,Gaming,Entertainment,11513738907,FFUNTV,"United Arab Emirates",80172000,3800000,240500,200000,9770529,23.424076,53.847818,2018-07-18,8479744
641,"Mobile Legends: Bang Bang",15400000,Gaming,Games,1543608082,"Mobile Legends: Bang Bang","United States",55369000,2700000,166100,100000,328239523,37.09024,-95.712891,2016-07-14,270663028
642,"Roman Atwood Vlogs",15400000,"People & Blogs",People,5469103954,"Roman Atwood Vlogs","United States",1583000,76000,4700,nan,328239523,37.09024,-95.712891,2013-08-12,270663028
643,Mrwhosetheboss,15400000,"Science & Technology",Tech,3736069980,Mrwhosetheboss,"United Kingdom",167697000,8000000,503100,400000,66834405,55.378051,-3.435973,2011-04-20,55908316
644,Genierock,15400000,Music,Music,14564170905,Genierock,Thailand,82798000,4000000,248400,100000,69625582,15.870032,100.992541,2008-03-09,35294600
645,zayn,15400000,Music,Music,4909687948,zayn,"United States",36790000,1800000,110400,100000,328239523,37.09024,-95.712891,2016-01-26,270663028
646,"Kerajinan 5-Menit",15400000,"People & Blogs",Howto,4750420071,"Kerajinan 5-Menit",Indonesia,19740000,947500,59200,nan,270203917,-0.789275,113.921327,2018-11-21,151509724
647,"FC Barcelona",15300000,Sports,Sports,2656528205,"FC Barcelona",Spain,84867000,4100000,254600,200000,47076781,40.463667,-3.74922,2006-02-06,37927409
648,"Dave and Ava - Nursery Rhymes and Baby Songs",15300000,Education,Education,10714145606,"Dave and Ava - Nursery Rhymes and Baby Songs","United States",77053000,3700000,231200,nan,328239523,37.09024,-95.712891,2014-12-04,270663028
649,"LOKESH GAMER",15300000,Gaming,Games,1640078055,"LOKESH GAMER",India,5920000,284200,17800,nan,1366417754,20.593684,78.96288,2017-11-16,471031528
650,"ILYA BORZOV",15300000,"People & Blogs",People,9938811455,"ILYA BORZOV",Russia,475565000,22800000,1400000,800000,144373535,61.52401,105.318756,2021-04-01,107683889
651,"Mazhavil Manorama",15300000,Entertainment,Entertainment,16545966132,"Mazhavil Manorama",India,361483000,17400000,1100000,300000,1366417754,20.593684,78.96288,2011-10-31,471031528
652,Pok,15200000,"People & Blogs",Film,857725714,Pok,India,65380000,3100000,196100,1300000,1366417754,20.593684,78.96288,2017-10-15,471031528
653,"The MriDul",15200000,Comedy,Comedy,4503880875,"The MriDul",India,98329000,4700000,295000,200000,1366417754,20.593684,78.96288,2015-03-14,471031528
654,"Niana Guerrero",15200000,Entertainment,Entertainment,1491452935,"Niana Guerrero",Philippines,9980000,479000,29900,nan,108116615,12.879721,121.774017,2013-04-11,50975903
655,"SRK MUSIC",15200000,Music,Music,6391679636,"SRK MUSIC",India,57809000,2800000,173400,200000,1366417754,20.593684,78.96288,2012-03-16,471031528
656,"Sony LIV",15200000,Entertainment,Entertainment,7151683497,"Sony LIV",India,210909000,10100000,632700,300000,1366417754,20.593684,78.96288,2014-05-02,471031528
657,"T-Series Hamaar Bhojpuri",15200000,Entertainment,Music,7564652648,"T-Series Hamaar Bhojpuri",India,105978000,5100000,317900,200000,1366417754,20.593684,78.96288,2011-11-01,471031528
658,"Oyuncak Av",15200000,Entertainment,Entertainment,8333387785,"Oyuncak Av",Turkey,4427000,212500,13300,nan,83429615,38.963745,35.243322,2014-12-29,63097818
659,CNN,15200000,"News & Politics",News,14198154095,CNN,"United States",187006000,9000000,561000,100000,328239523,37.09024,-95.712891,2005-10-02,270663028
660,"NDTV India",15200000,"News & Politics",News,6624168155,"NDTV India",India,49662000,2400000,149000,100000,1366417754,20.593684,78.96288,2008-01-19,471031528
661,"It's Mamix",15100000,"People & Blogs",People,1777072487,"It's Mamix","United States",15984000,767200,48000,nan,328239523,37.09024,-95.712891,2017-02-01,270663028
663,"Daftar Populer",15100000,Education,Entertainment,2143140898,"Daftar Populer",Indonesia,17231000,827100,51700,100000,270203917,-0.789275,113.921327,2017-01-16,151509724
665,"Ranz Kyle",15100000,"People & Blogs",Entertainment,1760131384,"Ranz Kyle",Philippines,12376000,594000,37100,nan,108116615,12.879721,121.774017,2008-04-27,50975903
666,PowerfulJRE,15100000,"People & Blogs",People,3060202847,PowerfulJRE,"United States",43409000,2100000,130200,200000,328239523,37.09024,-95.712891,2013-01-12,270663028
667,Mariale,15100000,"Howto & Style",Entertainment,2761547758,Mariale,"United States",11956000,573900,35900,nan,328239523,37.09024,-95.712891,2010-01-06,270663028
668,Makiman131,15100000,Gaming,Entertainment,4236036141,Makiman131,Spain,5972000,286600,17900,nan,47076781,40.463667,-3.74922,2013-02-12,37927409
670,"Mohamed Ramadan I             ",15100000,"People & Blogs",Entertainment,5324913850,"Mohamed Ramadan I             ",Egypt,46060000,2200000,138200,100000,100388073,26.820553,30.802498,2014-10-31,42895824
671,EdisonPts,15100000,Gaming,Games,6668507856,EdisonPts,Russia,95603000,4600000,286800,100000,144373535,61.52401,105.318756,2013-06-24,107683889
672,BIGBANG,15100000,Music,Music,7857371770,BIGBANG,"South Korea",40806000,2000000,122400,nan,51709098,35.907757,127.766922,2005-10-10,42106719
673,Rub,15100000,Comedy,Comedy,9477021288,Rub,Argentina,512343000,24600000,1500000,700000,44938712,-38.416097,-63.616672,2016-08-02,41339571
674,"ABS-CBN News",15100000,"News & Politics",News,10489367372,"ABS-CBN News",Philippines,181644000,8700000,544900,100000,108116615,12.879721,121.774017,2009-10-22,50975903
675,Chapitosiki,15100000,Entertainment,Entertainment,13897932103,Chapitosiki,Russia,713509000,34200000,2100000,700000,144373535,61.52401,105.318756,2020-01-24,107683889
676,AdeleVEVO,15100000,Music,Music,12413869881,AdeleVEVO,"United Kingdom",84750000,4100000,254300,100000,66834405,55.378051,-3.435973,2009-10-15,55908316
677,MoreAliA,15000000,Gaming,Games,4352427049,MoreAliA,"United Kingdom",250995000,12000000,753000,600000,66834405,55.378051,-3.435973,2013-05-06,55908316
678,"Chetan Monga Vlogs",15000000,"People & Blogs",People,9924103188,"Chetan Monga Vlogs",India,113572000,5500000,340700,400000,1366417754,20.593684,78.96288,2014-08-17,471031528
679,"Little Angel - M",15000000,Entertainment,Education,8897705695,"Little Angel - M",Brazil,145478000,7000000,436400,nan,212559417,-14.235004,-51.92528,2018-01-26,183241641
680,"League of Legends",15000000,Gaming,Games,7159750970,"League of Legends","United States",43133000,2100000,129400,nan,328239523,37.09024,-95.712891,2009-02-09,270663028
682,XpressTV,15000000,Entertainment,Entertainment,4008801873,XpressTV,Mexico,33880000,1600000,101600,100000,126014024,23.634501,-102.552784,2014-11-17,102626859
683,PlayStation,15000000,Gaming,Games,4741434420,PlayStation,"United States",41789000,2000000,125400,100000,328239523,37.09024,-95.712891,2005-12-16,270663028
684,Kwebbelkop,15000000,Gaming,Film,6889304306,Kwebbelkop,"United States",29724000,1400000,89200,100000,328239523,37.09024,-95.712891,2008-04-02,270663028
685,"Republic Bharat",15000000,"News & Politics",News,7536093065,"Gyani Beast",India,998,48,3,nan,1366417754,20.593684,78.96288,2018-08-16,471031528
686,"THE BROWN SIBLINGS",15000000,Entertainment,Entertainment,8658553456,"THE BROWN SIBLINGS",India,102357000,4900000,307100,200000,1366417754,20.593684,78.96288,2016-10-09,471031528
687,"Sony Music South",15000000,Music,Music,9978734160,"Sony Music South",India,242185000,11600000,726600,300000,1366417754,20.593684,78.96288,2014-08-06,471031528
689,"Ray William Johnson",15000000,Entertainment,Comedy,10239836582,"Ray William Johnson","United States",312858000,15000000,938600,200000,328239523,37.09024,-95.712891,2008-05-26,270663028
690,KOMPASTV,15000000,"News & Politics",News,11827310821,KOMPASTV,Indonesia,113064000,5400000,339200,100000,270203917,-0.789275,113.921327,2013-08-23,151509724
691,"ISSEI ",15000000,Comedy,Comedy,13562853889,"ISSEI ",Japan,282372000,13600000,847100,900000,126226568,36.204824,138.252924,2014-07-23,115782416
692,"Z            ",15000000,Music,Music,11506702632,"Z            ",Brazil,182871000,8800000,548600,nan,212559417,-14.235004,-51.92528,2012-04-03,183241641
693,"A2 Motivation by Arvind Arora",15000000,Entertainment,Entertainment,8932038210,"A2 Motivation by Arvind Arora",India,130731000,6300000,392200,200000,1366417754,20.593684,78.96288,2017-04-07,471031528
694,"50 Cent",14900000,Music,Music,10069000444,"50 Cent","United States",119812000,5800000,359400,100000,328239523,37.09024,-95.712891,2007-02-08,270663028
695,"MNCTV OFFICIAL",14900000,Entertainment,Entertainment,8074260978,"MNCTV OFFICIAL",Indonesia,43581000,2100000,130700,100000,270203917,-0.789275,113.921327,2012-11-29,151509724
696,ERB,14900000,Entertainment,Entertainment,4033400167,ERB,"United States",11043000,530100,33100,nan,328239523,37.09024,-95.712891,2006-02-08,270663028
697,"melanie martinez",14900000,Music,Music,4395184343,"melanie martinez","United States",56358000,2700000,169100,100000,328239523,37.09024,-95.712891,2007-11-03,270663028
698,"iTownGamePlay *Terror&Diversi  ",14900000,Entertainment,Games,4977284539,"iTownGamePlay *Terror&Diversi  ",Spain,13857000,665200,41600,100000,47076781,40.463667,-3.74922,2012-02-15,37927409
699,"8 : Thai Ch8",14900000,Entertainment,Entertainment,5549770244,"8 : Thai Ch8",Thailand,49556000,2400000,148700,100000,69625582,15.870032,100.992541,2011-10-17,35294600
701,,14900000,"People & Blogs",News,439098,,Russia,7697,369,23,nan,144373535,61.52401,105.318756,2008-08-11,107683889
702,TazerCraft,14900000,Gaming,Games,5956193599,TazerCraft,Brazil,39775000,1900000,119300,100000,212559417,-14.235004,-51.92528,2011-07-13,183241641
703,"Bayashi TV",14900000,Entertainment,Autos,8615618825,BAYASHITV,Japan,2477,119,7,9,126226568,36.204824,138.252924,2012-11-19,115782416
704,"Fueled By Ramen",14800000,Music,Entertainment,13356517783,"Fueled By Ramen","United States",61205000,2900000,183600,nan,328239523,37.09024,-95.712891,2006-06-09,270663028
705,CrashCourse,14800000,Education,Education,1833519700,CrashCourse,"United States",7177000,344500,21500,nan,328239523,37.09024,-95.712891,2006-05-20,270663028
706,MattyBRaps,14800000,Music,Music,3587576784,MattyBRaps,"United States",22980000,1100000,68900,nan,328239523,37.09024,-95.712891,2010-05-31,270663028
707,Lachlan,14800000,Gaming,Games,5269059435,Lachlan,Australia,21072000,1000000,63200,nan,25766605,-25.274398,133.775136,2013-03-19,21844756
708,,14800000,"Howto & Style",Howto,7018015062,,Ukraine,47117000,2300000,141400,nan,44385155,48.379433,31.16558,2015-10-12,30835699
709,"Meghan Trainor",14800000,"People & Blogs",Music,8649303688,"Meghan Trainor","United States",51645000,2500000,154900,nan,328239523,37.09024,-95.712891,2008-06-04,270663028
710,"Jorge & Mateus Oficial",14800000,Music,Music,9076642765,"Jorge & Mateus Oficial",Brazil,88120000,4200000,264400,nan,212559417,-14.235004,-51.92528,2008-07-29,183241641
712,"Beast Philanthropy",14800000,"People & Blogs",Games,272678287,"Beast Philanthropy",Germany,37883,1800,114,3580,83132799,51.165691,10.451526,2015-01-31,64324835
713,Filaretiki,14800000,nan,People,15788208522,Filaretiki,"United States",1203000000,57800000,3600000,1700000,328239523,37.09024,-95.712891,2021-03-24,270663028
714,"5-Minute Crafts Recycle",14800000,"People & Blogs",Howto,8866012877,"5-Minute Crafts Recycle","United States",53181000,2600000,159500,nan,328239523,37.09024,-95.712891,2019-06-07,270663028
715,,14700000,Entertainment,Entertainment,2230986039,,"Saudi Arabia",2694000,129300,8100,nan,34268528,23.885942,45.079162,2016-05-27,28807838
716,"Maha Fun Tv",14700000,Entertainment,Entertainment,1321380490,"Maha Fun Tv","United States",4781000,229500,14300,nan,328239523,37.09024,-95.712891,2017-09-05,270663028
717,"Canal Nostalgia",14700000,Entertainment,Entertainment,1506796393,"Canal Nostalgia TV",Spain,226420,10900,679,600,47076781,40.463667,-3.74922,2010-02-19,37927409
718,"The Slow Mo Guys",14700000,Entertainment,Education,2465473772,"The Slow Mo Guys","United States",18978000,911000,56900,nan,328239523,37.09024,-95.712891,2010-08-15,270663028
719,"StudyIQ IAS",14700000,Education,Education,4029253667,"StudyIQ IAS",India,74483000,3600000,223400,200000,1366417754,20.593684,78.96288,2015-06-22,471031528
720,"Chad Wild Clay",14700000,Comedy,Entertainment,6751985988,"Chad Wild Clay","United States",36338000,1700000,109000,100000,328239523,37.09024,-95.712891,2006-03-26,270663028
721,CollegeHumor,14700000,Comedy,Comedy,7255848125,CollegeHumor,"United States",55583000,0,0,nan,328239523,37.09024,-95.712891,2006-10-09,270663028
722,"Netflix Jr.",14700000,Education,Education,8882319696,"Netflix Jr.","United States",79402000,3800000,238200,100000,328239523,37.09024,-95.712891,2012-01-28,270663028
723,"Colors Rishtey",14700000,Entertainment,Entertainment,12362331529,"Colors Rishtey",India,347603000,16700000,1000000,400000,1366417754,20.593684,78.96288,2013-11-28,471031528
724,"ABC News",14700000,"News & Politics",News,12961669452,"ABC News","United States",185709000,8900000,557100,100000,328239523,37.09024,-95.712891,2006-08-07,270663028
725,"Camila Loures",14700000,Music,Entertainment,4684983333,"Camila Loures",Brazil,40975000,2000000,122900,100000,212559417,-14.235004,-51.92528,2014-05-27,183241641
726,"Doc Tops",14600000,Entertainment,Entertainment,2613197447,"Doc Tops",Ecuador,16409000,787600,49200,100000,17373662,-1.831239,-78.183406,2014-12-29,11116711
727,Auron,14600000,"People & Blogs",Games,3337074920,Auron,Spain,60568000,2900000,181700,nan,47076781,40.463667,-3.74922,2013-12-12,37927409
728,Jesser,14600000,Gaming,Entertainment,3603556207,Jesser,"United States",92594000,4400000,277800,400000,328239523,37.09024,-95.712891,2012-07-09,270663028
729,"Planeta das G",14600000,"People & Blogs",Entertainment,4622581344,"Planeta das G",Brazil,10547000,506300,31600,nan,212559417,-14.235004,-51.92528,2015-11-21,183241641
730,PrestonPlayz,14600000,Gaming,Entertainment,5766647017,Preston,"United States",151697000,7300000,455100,200000,328239523,37.09024,-95.712891,2012-07-04,270663028
731,"Martin Garrix",14600000,Music,Music,6017932195,"Martin Garrix","United States",35528000,1700000,106600,nan,328239523,37.09024,-95.712891,2011-01-15,270663028
732,"O Reino Infantil",14600000,Music,Music,11182302317,"O Reino Infantil",Brazil,109865000,5300000,329600,100000,212559417,-14.235004,-51.92528,2014-08-19,183241641
733,"Fifth Harmony",14600000,Music,Music,7952268926,"Fifth Harmony","United States",37632000,1800000,112900,nan,328239523,37.09024,-95.712891,2013-02-21,270663028
734,"Mis Pastelitos",14600000,"Howto & Style",Music,2750902766,"Mis Pastelitos",Mexico,50677000,2400000,152000,100000,126014024,23.634501,-102.552784,2014-06-24,102626859
735,"Noman Official",14600000,Comedy,Film,5525773746,"Noman Official",India,139116000,6700000,417300,500000,1366417754,20.593684,78.96288,2019-10-28,471031528
737,"Like Nastya Stories",14500000,Entertainment,Entertainment,6944967581,"Like Nastya Stories","United States",29941000,1400000,89800,nan,328239523,37.09024,-95.712891,2019-09-09,270663028
738,"les boys tv2",14500000,Entertainment,Film,4577292740,"les boys tv2","United States",449576,21600,1300,nan,328239523,37.09024,-95.712891,2017-02-07,270663028
739,"Lotus Music",14500000,nan,Tech,1739129375,"Lotus Music",India,23034000,1100000,69100,100000,1366417754,20.593684,78.96288,2021-06-01,471031528
740,"IDEIAS INCR",14500000,"Howto & Style",Howto,3551889957,"IDEIAS INCR",Brazil,2838000,136200,8500,nan,212559417,-14.235004,-51.92528,2017-10-30,183241641
741,"Reaction Time",14500000,Entertainment,Entertainment,4260187928,"Reaction Time","United States",9910000,475700,29700,nan,328239523,37.09024,-95.712891,2015-04-25,270663028
742,"BBC News",14500000,"News & Politics",News,4598387043,"BBC News","United Kingdom",66273000,3200000,198800,100000,66834405,55.378051,-3.435973,2006-04-08,55908316
743,"Eli Kids - Cartoons & Songs",14500000,nan,Music,4821183481,"Eli Kids - Cartoons & Songs","United States",149241000,7200000,447700,400000,328239523,37.09024,-95.712891,2018-01-16,270663028
744,"Boram Tube ToysReview [",14500000,"People & Blogs",People,5014888374,"Boram Tube ToysReview [                ","South Korea",4960000,238100,14900,nan,51709098,35.907757,127.766922,2016-05-18,42106719
745,"Aadishakti Films",14500000,Music,Music,6290721701,"Aadishakti Films",India,48447000,2300000,145300,200000,1366417754,20.593684,78.96288,2016-10-28,471031528
746,Telemundo,14500000,Entertainment,Entertainment,8582696157,Telemundo,"United States",48285000,2300000,144900,nan,328239523,37.09024,-95.712891,2007-01-03,270663028
747,GMM25Thailand,14500000,Entertainment,Entertainment,9383692066,GMM25Thailand,Thailand,45622000,2200000,136900,100000,69625582,15.870032,100.992541,2011-06-08,35294600
748,"TV9 Bharatvarsh",14500000,"People & Blogs",News,10303519926,"TV9 Bharatvarsh",India,418474000,20100000,1300000,700000,1366417754,20.593684,78.96288,2018-11-19,471031528
749,Maroon5VEVO,14500000,Music,Music,20042571499,Maroon5VEVO,"United States",98185000,4700000,294600,nan,328239523,37.09024,-95.712891,2009-05-12,270663028
750,"Saad Lamjarred |",14500000,Music,Music,4315486422,"Saad Lamjarred |",Morocco,37577000,1800000,112700,nan,36910560,31.791702,-7.09262,2012-12-22,22975026
752,"Lilly Singh",14500000,Comedy,Comedy,3517662420,"Lilly Singh",Canada,5329000,255800,16000,nan,36991981,56.130366,-106.346771,2010-10-29,30628482
753,,14400000,Entertainment,Entertainment,600154268,,"South Korea",1370000,65700,4100,300000,51709098,35.907757,127.766922,2017-03-08,42106719
754,"Gyan Gaming",14400000,Gaming,Games,2224121890,"Gyan Gaming",India,13891000,666800,41700,100000,1366417754,20.593684,78.96288,2017-09-01,471031528
755,Drawblogs,14400000,Entertainment,Entertainment,1629801448,Drawblogs,Peru,1002000,48100,3000,nan,32510453,-9.189967,-75.015152,2014-05-20,25390339
757,I,14400000,Entertainment,Entertainment,2972474215,"I           ","Saudi Arabia",4673000,224300,14000,nan,34268528,23.885942,45.079162,2017-12-01,28807838
758,Cyprien,14400000,Comedy,Comedy,3086254545,Cyprien,France,11417000,548000,34300,nan,67059887,46.227638,2.213749,2007-02-25,54123364
759,Rclbeauty101,14400000,Comedy,Entertainment,3900312631,Rclbeauty101,"United States",8636000,414500,25900,nan,328239523,37.09024,-95.712891,2010-12-14,270663028
760,"Coke Studio",14400000,Music,Music,4035738731,"Rohail Hyatt","United States",3557000,170700,10700,10000,328239523,37.09024,-95.712891,2008-06-04,270663028
761,"Indore Physical Academy",14400000,"People & Blogs",People,4156427797,"Indore Physical Academy",India,70409000,3400000,211200,200000,1366417754,20.593684,78.96288,2014-04-19,471031528
762,"Rosanna Pansino",14400000,"Howto & Style",Howto,4597228794,"Rosanna Pansino","United States",26683000,1300000,80000,nan,328239523,37.09024,-95.712891,2010-04-08,270663028
764,"Vlad and Niki PRT",14400000,nan,Entertainment,6543282459,"Vlad and Niki PRT","United States",40089000,1900000,120300,nan,328239523,37.09024,-95.712891,2018-11-03,270663028
765,"RS 1313 SHORTS",14400000,Entertainment,Entertainment,8011977288,"RS 1313 SHORTS",India,212639000,10200000,637900,200000,1366417754,20.593684,78.96288,2020-10-24,471031528
767,SelenaGomezVEVO,14400000,Music,Music,11423792969,SelenaGomezVEVO,"United States",88657000,4300000,266000,nan,328239523,37.09024,-95.712891,2009-11-24,270663028
768,ZEE5,14400000,Entertainment,Entertainment,18515587421,ZEE5,India,149799000,7200000,449400,100000,1366417754,20.593684,78.96288,2018-02-13,471031528
769,"Super Polina",14300000,"People & Blogs",Entertainment,4776507159,"Super Polina","United States",413774,19900,1200,100000,328239523,37.09024,-95.712891,2014-07-08,270663028
771,"Wish 107.5",14200000,Music,Music,6048517979,"Wish 107.5",Philippines,62658000,3000000,188000,nan,108116615,12.879721,121.774017,2014-07-13,50975903
772,"Invento na Hora",14200000,"Film & Animation",Entertainment,4040297006,"Invento na Hora",Brazil,19029000,913400,57100,nan,212559417,-14.235004,-51.92528,2014-10-18,183241641
773,"SIS vs BRO",14200000,Entertainment,Entertainment,6973932553,SiS,Ukraine,105,5,0.32,10,44385155,48.379433,31.16558,2016-08-03,30835699
774,NikkieTutorials,14200000,"Howto & Style",Entertainment,1778318927,NikkieTutorials,Netherlands,35934000,1700000,107800,nan,17332850,52.132633,5.291266,2008-06-23,15924729
775,TommyInnit,14200000,Gaming,Games,2084791147,TommyInnit,"United Kingdom",54291000,2600000,162900,200000,66834405,55.378051,-3.435973,2015-12-24,55908316
776,E-MasterSensei,14200000,Gaming,Games,3920559552,E-MasterSensei,Mexico,44575000,2100000,133700,200000,126014024,23.634501,-102.552784,2016-01-13,102626859
777,"infobells - Kannada",14200000,Education,Education,6554000320,"infobells - Kannada",India,141688000,6800000,425100,300000,1366417754,20.593684,78.96288,2014-03-13,471031528
780,SEVENGERS,14200000,Comedy,Comedy,10238593147,SEVENGERS,India,367898000,17700000,1100000,400000,1366417754,20.593684,78.96288,2018-06-04,471031528
781,"Zee Bangla",14200000,Entertainment,Entertainment,11428794827,"Zee Bangla",India,59927000,2900000,179800,200000,1366417754,20.593684,78.96288,2008-02-26,471031528
782,DangMattSmith,14200000,Entertainment,Entertainment,3317805543,DangMattSmith,"United States",12902000,619300,38700,nan,328239523,37.09024,-95.712891,2011-08-18,270663028
783,"Neha Kakkar",14100000,Music,Music,2131548711,"Neha Kakkar",India,25605000,1200000,76800,100000,1366417754,20.593684,78.96288,2012-10-22,471031528
786,"Trap City",14100000,Music,People,5129529846,TrapCity,Australia,147,7,0.44,1,25766605,-25.274398,133.775136,2015-11-04,21844756
787,"Supercar Blondie",14100000,"Autos & Vehicles",Autos,5405563355,"Supercar Blondie","United Arab Emirates",353259000,17000000,1100000,500000,9770529,23.424076,53.847818,2007-09-12,8479744
